"","team","season","avg_to_epa","tot_to_epa","fum_lost_rate","ints","fumbles","sacks","tos","sacks_pct","avg_to_forced_epa","tot_to_forced_epa","fum_lost_rate_forced","ints_forced","fumbles_forced","sacks_forced","tos_forced","sacks_forced_pct","net_tos","net_to_epa_tot","net_to_epa_avg"
"387","IND",2024,-2.77072440536038,-160.702015510902,0.583333333333333,19,12,27,58,0.46551724137931,-2.55634054167187,-163.605794666999,0.529411764705882,16,17,31,64,0.484375,-6,2.9037791560975,0.0238014684926025
"388","ATL",2005,-2.37950850552815,-147.529527342745,0.6875,13,16,33,62,0.532258064516129,-2.54215318741211,-149.987038057314,0.733333333333333,16,15,29,59,0.491525423728814,3,2.45751071456914,0.0203100059055301
"389","KC",2000,-2.54529487638113,-139.991218200962,0.642857142857143,14,14,27,55,0.490909090909091,-2.09370528605771,-142.371959451924,0.9,14,10,44,68,0.647058823529412,-13,2.38074125096205,0.0193556199265207
"390","NYG",2016,-3.07165653478682,-150.511170204554,0.666666666666667,17,15,17,49,0.346938775510204,-2.34669634134756,-152.535262187591,0.461538461538462,17,13,35,65,0.538461538461538,-16,2.02409198303687,0.0177551928336567
"391","WAS",2018,-2.50355234463403,-162.730902401212,0.307692307692308,15,13,37,65,0.569230769230769,-2.25601531193026,-164.689117770909,0.555555555555556,15,18,40,73,0.547945205479452,-8,1.95821536969694,0.0141899664470793
"392","DET",2002,-3.15785383786351,-151.576984217449,0.428571428571429,25,7,16,48,0.333333333333333,-2.84198265444927,-153.467063340261,0.722222222222222,10,18,26,54,0.481481481481481,-6,1.89007912281204,0.0185301874785494
"393","TEN",2021,-2.42703890166768,-177.173839821741,0.666666666666667,17,15,42,73,0.575342465753425,-2.32508314504089,-179.031402168148,0.4,17,10,50,77,0.649350649350649,-4,1.85756234640783,0.0123837489760522
"394","NYJ",2006,-2.46871541724142,-148.122925034485,0.615384615384615,17,13,30,60,0.5,-2.5418604982867,-149.969769398915,0.769230769230769,16,13,30,59,0.508474576271186,1,1.84684436442967,0.0155197005414258
"395","NE",2009,-3.19321150611716,-143.694517775272,0.769230769230769,16,13,16,45,0.355555555555556,-2.4207984872721,-145.247909236326,0.428571428571429,19,14,27,60,0.45,-15,1.55339146105393,0.0147942043909898
"396","CHI",2007,-2.38338937607848,-178.754203205886,0.555555555555556,21,18,36,75,0.48,-2.5018443424539,-180.132792656681,0.636363636363636,16,22,35,72,0.486111111111111,3,1.37858945079518,0.00937815952921888
"397","JAX",2011,-2.32358163351646,-148.709224545053,0.454545454545455,15,11,38,64,0.59375,-2.72669075797194,-149.967991688457,0.5625,17,16,22,55,0.4,9,1.25876714340365,0.0105778751546525
"398","CAR",2009,-2.74879718675415,-175.923019952266,0.5625,20,16,28,64,0.4375,-2.72464503373664,-177.101927192882,0.6,22,20,23,65,0.353846153846154,-1,1.17890724061616,0.00913881581872988
"399","CAR",2016,-2.89075550712558,-179.226841441786,0.8,19,10,34,62,0.548387096774194,-2.50544279066571,-180.391880927931,0.529411764705882,17,17,38,72,0.527777777777778,-10,1.16503948614476,0.00869432452346839
"400","WAS",2003,-2.11920260328012,-139.867371816488,0.642857142857143,16,14,37,66,0.560606060606061,-2.56152174818615,-140.883696150238,0.6,17,15,23,55,0.418181818181818,11,1.01632433375039,0.00839937465909413
"401","LV",1999,-2.40056235298976,-170.439927062273,0.785714285714286,14,14,43,71,0.605633802816901,-2.3461788224693,-171.271054040259,0.647058823529412,20,17,36,73,0.493150684931507,-2,0.831126977985377,0.00577171512489845
"402","CLE",2012,-2.4468189275421,-151.70277350761,0.416666666666667,18,12,32,62,0.516129032258065,-2.27361358095911,-152.33210992426,0.6875,17,16,34,67,0.507462686567164,-5,0.629336416650403,0.00487857687325894
"403","KC",2006,-2.33769836338182,-149.612695256436,0.666666666666667,14,15,35,64,0.546875,-2.42267993449059,-150.206155938416,0.631578947368421,18,19,26,62,0.419354838709677,2,0.593460681980048,0.00471000541254006
"404","DET",2004,-2.53475876757594,-134.342214681525,0.666666666666667,13,9,32,53,0.60377358490566,-2.28442295149396,-134.780954138144,0.5625,14,16,29,59,0.491525423728814,-6,0.438739456619061,0.0039173165769559
"405","SEA",2001,-1.87110669078315,-129.106361664038,0.538461538461538,12,13,44,69,0.63768115942029,-2.08823063225901,-129.470299200059,0.523809523809524,14,21,27,62,0.435483870967742,7,0.363937536021126,0.00277814912993226
"406","BUF",2005,-2.28505114021971,-137.103068413183,0.461538461538462,16,13,31,60,0.516666666666667,-2.25080520951428,-137.299117780371,0.666666666666667,17,12,32,61,0.524590163934426,-1,0.196049367188238,0.00162024270403502
"407","CHI",2017,-2.60941200359819,-143.5176601979,0.727272727272727,12,11,33,55,0.6,-2.43452617496369,-143.637044322857,0.909090909090909,8,11,40,59,0.677966101694915,-4,0.119384124957094,0.0010472291662903
"408","ARI",2022,-2.16490485427554,-158.038054362114,0.461538461538462,17,13,43,73,0.589041095890411,-2.86824621333433,-157.753541733388,0.636363636363636,11,11,33,55,0.6,18,-0.284512628725707,-0.00222275491191959
"409","WAS",2020,-2.41069643258959,-185.623625309398,0.5,17,16,45,77,0.584415584415584,-2.50228779427827,-185.169296776592,0.466666666666667,16,15,43,74,0.581081081081081,3,-0.454328532806386,-0.00300879823050587
"410","CLE",2008,-2.87192366051197,-143.596183025599,0.444444444444444,20,9,21,50,0.42,-2.91209053616654,-142.69243627216,0.8,23,10,17,49,0.346938775510204,1,-0.90374675343827,-0.00912875508523505
"411","LAC",2016,-2.93084716702053,-187.574218689314,0.785714285714286,21,14,29,64,0.453125,-3.05917414992696,-186.609623145544,0.75,18,12,31,61,0.508196721311475,3,-0.96459554376932,-0.00771676435015456
"412","HOU",2004,-2.22657153030167,-158.086578651419,0.666666666666667,14,12,45,71,0.633802816901408,-3.07886225977506,-157.021975248528,0.6,22,10,19,51,0.372549019607843,20,-1.0646034028905,-0.00872625740074178
"413","JAX",2023,-2.65322905780571,-172.459888757371,0.722222222222222,14,18,33,65,0.507692307692308,-2.716065032136,-171.112097024568,0.666666666666667,16,12,36,63,0.571428571428571,2,-1.34779173280302,-0.0105296229125236
"414","WAS",2004,-2.51417341032211,-150.850404619327,0.615384615384615,17,13,30,60,0.5,-2.29953792509831,-149.46996513139,0.583333333333333,18,12,35,65,0.538461538461538,-5,-1.38043948793626,-0.0110435159034901
"415","LAC",2023,-2.61323246082594,-164.633645032034,0.6,8,20,35,63,0.555555555555556,-2.54994606710161,-163.196548294503,0.692307692307692,9,13,42,64,0.65625,-1,-1.43709673753077,-0.0113157223427619
"416","CAR",2014,-2.62624913456515,-181.211190284996,0.5625,15,16,38,69,0.550724637681159,-2.3961519639326,-179.711397294945,0.5,16,22,38,75,0.506666666666667,-6,-1.49979299005071,-0.0104152290975744
"417","KC",2004,-2.16635861962302,-121.316082698889,0.4375,17,16,23,56,0.410714285714286,-1.81321648137688,-119.672287770874,0.461538461538462,13,13,40,66,0.606060606060606,-10,-1.64379492801497,-0.0134737289181555
"418","SF",2010,-2.20420307644085,-143.273199968655,0.461538461538462,15,13,37,65,0.569230769230769,-2.48278332538832,-141.518649547134,0.538461538461538,15,13,30,57,0.526315789473684,8,-1.75455042152095,-0.0143815608321389
"419","HOU",2021,-2.49444602769555,-162.138991800211,0.555555555555556,15,9,41,65,0.630769230769231,-2.71525782235551,-160.200211518975,0.4,17,15,27,59,0.457627118644068,6,-1.93878028123532,-0.015635324848672
"420","TEN",2012,-2.42665260103172,-165.012376870157,0.647058823529412,16,17,35,68,0.514705882352941,-2.46691198330181,-162.816190897919,0.307692307692308,19,13,34,66,0.515151515151515,2,-2.19618597223746,-0.0163894475540109
"421","LV",2010,-2.09826151615444,-144.780044614657,0.421052631578947,16,19,34,69,0.492753623188406,-2.12666327710347,-142.486439565932,0.538461538461538,12,13,43,67,0.641791044776119,2,-2.2936050487242,-0.016864743005325
"422","DAL",2018,-1.90928755949479,-152.743004759583,0.473684210526316,9,19,52,80,0.65,-2.68564961003566,-150.396378161997,0.642857142857143,9,14,33,56,0.589285714285714,24,-2.34662659758661,-0.0172546073351956
"423","BAL",1999,-2.16909913983679,-158.344237208086,0.666666666666667,18,15,41,73,0.561643835616438,-2.26002953705571,-155.942038056844,0.4,19,10,41,69,0.594202898550725,4,-2.4021991512416,-0.0169168954312789
"424","PHI",2010,-2.01673601474053,-155.28867313502,0.45,14,20,43,77,0.558441558441558,-2.21479538867458,-152.820881818546,0.714285714285714,23,14,34,69,0.492753623188406,8,-2.4677913164744,-0.0169026802498247
"425","KC",2011,-2.3833268082673,-138.232954879503,0.5,18,10,30,58,0.517241379310345,-2.51411692723887,-135.762314070899,0.545454545454545,20,11,23,54,0.425925925925926,4,-2.47064080860451,-0.0220592929339689
"426","SEA",2002,-2.29513397438143,-142.298306411649,0.666666666666667,16,18,28,62,0.451612903225806,-2.49501806329517,-139.72101154453,0.538461538461538,19,13,24,56,0.428571428571429,6,-2.57729486711921,-0.021841481924739
"427","BUF",2006,-2.32138285965996,-153.211268737557,0.923076923076923,14,13,40,66,0.606060606060606,-2.6897378442421,-150.625319277558,0.461538461538462,13,13,30,56,0.535714285714286,10,-2.58594945999943,-0.0211963070491756
"428","PIT",2007,-2.14658742472739,-160.994056854554,0.428571428571429,17,14,45,75,0.6,-2.36202430289756,-158.255628294137,0.523809523809524,13,21,33,67,0.492537313432836,8,-2.73842856041708,-0.0192847081719512
"429","ARI",2020,-2.92395384511242,-154.969553790958,0.5,13,16,24,53,0.452830188679245,-2.37492727084049,-151.995345333791,0.583333333333333,11,12,41,64,0.640625,-11,-2.97420845716726,-0.0254205851039937
"430","BAL",2002,-2.48754233899795,-161.690252034867,0.631578947368421,14,19,32,65,0.492307692307692,-2.47750530035032,-158.56033922242,0.384615384615385,25,13,27,64,0.421875,1,-3.12991281244641,-0.0242628900189644
"431","LV",2008,-2.23048346351716,-122.676590493444,0.5,11,16,28,55,0.509090909090909,-2.17088193615138,-119.398506488326,0.416666666666667,16,12,27,55,0.490909090909091,0,-3.27808400511759,-0.0298007636828872
"432","BUF",2007,-2.7899696994726,-131.128575875212,0.461538461538462,14,13,21,47,0.446808510638298,-2.45576871025552,-127.699972933287,0.727272727272727,18,11,23,52,0.442307692307692,-5,-3.42860294192482,-0.0346323529487356
"433","KC",2024,-2.21944281988839,-155.360997392187,0.5,13,8,50,70,0.714285714285714,-2.10942738730876,-151.878771886231,0.3125,14,16,42,72,0.583333333333333,-2,-3.48222550595617,-0.0245227148306772
"434","BUF",1999,-2.41412758366587,-137.605272268955,0.714285714285714,16,14,27,57,0.473684210526316,-2.3070330355533,-133.807916062092,0.8,13,10,35,58,0.603448275862069,-1,-3.7973562068633,-0.033020488755333
"435","LV",2011,-2.62474506962734,-133.861998550995,0.625,21,8,22,51,0.431372549019608,-2.20176021938134,-129.903852943499,0.666666666666667,18,6,35,59,0.593220338983051,-8,-3.95814560749551,-0.0359831418863228
"436","NO",2003,-2.40573330477601,-137.126798372232,0.842105263157895,8,19,31,57,0.543859649122807,-2.37751522268996,-133.140852470638,0.692307692307692,14,13,29,56,0.517857142857143,1,-3.98594590159459,-0.0352738575362353
"437","BAL",2018,-2.49230827785653,-144.553880115679,0.785714285714286,10,14,34,58,0.586206896551724,-2.30433666350746,-140.564536473955,0.555555555555556,12,9,40,61,0.655737704918033,-3,-3.98934364172368,-0.0335238961489385
"438","NYG",2018,-2.35105227462975,-145.765241027045,0.555555555555556,12,9,41,62,0.661290322580645,-2.62514012446466,-141.757566721092,0.555555555555556,16,9,29,54,0.537037037037037,8,-4.00767430595286,-0.0345489164306281
"439","PHI",2023,-2.32399542905131,-160.35568460454,0.6,16,15,38,69,0.550724637681159,-2.38965512810394,-155.327583326756,0.615384615384615,9,13,43,65,0.661538461538462,4,-5.02810127778406,-0.0375231438640602
"440","BUF",2017,-1.98439013253012,-138.907309277109,0.5,12,12,46,70,0.657142857142857,-2.38534808354444,-133.579492678488,0.428571428571429,18,14,24,56,0.428571428571429,14,-5.32781659862016,-0.0422842587192076
"441","DEN",2004,-2.77786207411413,-144.448827853935,0.545454545454545,21,11,20,52,0.384615384615385,-2.31735621367082,-139.041372820249,0.466666666666667,13,15,32,60,0.533333333333333,-8,-5.40745503368561,-0.0482808485150501
"442","NYG",2023,-1.81942380147258,-187.400651551676,0.333333333333333,12,9,82,103,0.796116504854369,-2.83606690218247,-181.508281739678,0.6,18,15,31,64,0.484375,39,-5.89236981199733,-0.0352836515688463
"443","DEN",2006,-2.77754029486756,-161.097337102318,0.529411764705882,18,17,24,58,0.413793103448276,-2.4237377683929,-155.119217177145,0.529411764705882,17,17,30,64,0.46875,-6,-5.9781199251729,-0.0490009829932205
"444","ARI",2009,-3.2035636015576,-198.620943296571,0.653846153846154,19,26,17,62,0.274193548387097,-2.49799860121604,-192.345892293635,0.666666666666667,22,12,44,77,0.571428571428571,-15,-6.27505100293556,-0.0451442518196803
"445","ARI",2001,-2.25555018980598,-119.544160059717,0.583333333333333,14,12,28,53,0.528301886792453,-2.63413776959907,-113.26792409276,0.5,17,8,18,43,0.418604651162791,10,-6.27623596695693,-0.0653774579891347
"446","TEN",2006,-2.36225564200488,-141.735338520293,0.375,19,16,25,60,0.416666666666667,-2.81538673633683,-135.138563344168,0.777777777777778,17,9,22,48,0.458333333333333,12,-6.59677517612508,-0.0610812516307878
"447","CAR",2001,-2.45391918957123,-157.050828132559,0.411764705882353,22,17,25,64,0.390625,-2.50518817420809,-150.311290452486,0.461538461538462,24,13,24,60,0.4,4,-6.73953768007314,-0.0543511103231705
"448","CLE",2000,-2.10918395946242,-132.878589446133,0.5,19,10,34,63,0.53968253968254,-2.05898679422764,-125.598194447886,0.538461538461538,12,13,36,61,0.590163934426229,2,-7.28039499824622,-0.0587128628890824
"449","HOU",2009,-2.80731398724522,-151.594955311242,0.666666666666667,17,12,25,54,0.462962962962963,-2.87895636889255,-143.947818444628,0.666666666666667,14,12,25,50,0.5,4,-7.64713686661426,-0.0735301621789833
"450","JAX",2004,-2.34940267536091,-124.518341794128,0.615384615384615,11,13,29,53,0.547169811320755,-2.01286496408943,-116.746167917187,0.5,16,12,30,58,0.517241379310345,-5,-7.77217387694139,-0.0700195844769495
"451","CLE",2022,-2.14655254811474,-130.939705434999,0.777777777777778,12,9,40,61,0.655737704918033,-2.41414526783752,-123.121408659714,0.7,11,10,30,51,0.588235294117647,10,-7.81829677528552,-0.0698062212079064
"452","TEN",2016,-2.78865117124539,-128.277953877288,0.666666666666667,11,9,26,46,0.565217391304348,-2.18978887409722,-120.438388075347,1,12,4,39,55,0.709090909090909,-9,-7.83956580194078,-0.0776194633855523
"453","NO",2011,-2.72158456767865,-141.52239751929,0.875,16,8,28,52,0.538461538461538,-2.26346933637572,-133.544690846167,0.4375,11,16,32,59,0.542372881355932,-7,-7.97770667312233,-0.0718712312893903
"454","NYG",2017,-2.58649045098549,-139.670484353216,0.470588235294118,14,17,23,54,0.425925925925926,-2.78782241096613,-131.027653315408,0.545454545454545,13,11,23,47,0.48936170212766,7,-8.64283103780821,-0.0855725845327545
"455","BAL",2016,-2.57525944963459,-139.064010280268,0.333333333333333,16,9,29,54,0.537037037037037,-2.41459295648017,-130.388019649929,0.583333333333333,18,12,25,54,0.462962962962963,0,-8.67599063033887,-0.0803332465772118
"456","NYJ",2005,-2.0999445792328,-157.49584344246,0.6,15,15,45,75,0.6,-2.52053548947705,-148.711593879146,0.466666666666667,21,15,23,59,0.389830508474576,16,-8.7842495633146,-0.0655541012187657
"457","LAC",2005,-2.70099319934319,-135.04965996716,0.571428571428571,16,14,20,50,0.4,-2.00400604838031,-126.25238104796,0.5,10,14,40,63,0.634920634920635,-13,-8.7972789192,-0.0778520258336283
"458","NO",2007,-3.03896575900551,-136.753459155248,0.523809523809524,18,21,7,45,0.155555555555556,-2.2798778472453,-127.673159445737,0.4375,13,16,27,56,0.482142857142857,-11,-9.08029970951128,-0.0899039575199137
"459","CIN",2001,-2.32163603409336,-150.906342216068,0.470588235294118,26,17,22,65,0.338461538461538,-2.05492744892054,-141.789993975517,0.571428571428571,13,14,42,69,0.608695652173913,-4,-9.11634824055076,-0.068032449556349
"460","CIN",2013,-3.01440564447312,-192.921961246279,0.846153846153846,22,13,29,64,0.453125,-2.51400311706805,-183.522227545967,0.769230769230769,20,13,40,73,0.547945205479452,-9,-9.39973370031211,-0.0686111948927891
"461","BUF",2015,-1.83825983371662,-115.810369524147,0.35,9,20,35,63,0.555555555555556,-2.6601488415793,-106.405953663172,0.8,17,5,18,40,0.45,23,-9.40441586097531,-0.0913050083589835
"462","NYG",2022,-1.82098377186244,-131.110831574096,0.5,7,14,51,72,0.708333333333333,-2.09204519948324,-121.338621570028,0.555555555555556,6,18,34,58,0.586206896551724,14,-9.77221000406753,-0.0751708461851349
"463","DAL",2005,-2.11489305592576,-164.961658362209,0.526315789473684,17,19,42,78,0.538461538461538,-2.58553155832714,-155.131893499628,0.666666666666667,15,15,30,60,0.5,18,-9.82976486258084,-0.0712301801636293
"464","MIN",2011,-2.18740018879346,-157.492813593129,0.384615384615385,17,13,42,72,0.583333333333333,-2.23658604063095,-147.614678681643,0.555555555555556,8,18,40,66,0.606060606060606,6,-9.87813491148614,-0.0715806877643923
"465","SEA",2021,-2.13348785063869,-130.14275888896,0.461538461538462,7,13,41,61,0.672131147540984,-2.50359762515291,-120.17268600734,0.571428571428571,11,7,30,48,0.625,13,-9.97007288162013,-0.0914685585469736
"466","LAC",2021,-2.87982477116422,-152.630712871703,0.75,15,8,30,53,0.566037735849057,-2.64091435075742,-142.609374940901,0.473684210526316,11,19,24,54,0.444444444444444,-1,-10.0213379308026,-0.0936573638392763
"467","GB",1999,-2.33267571528274,-158.621948639226,0.529411764705882,23,17,29,68,0.426470588235294,-2.2484547567342,-148.398013944457,0.4375,26,16,25,66,0.378787878787879,2,-10.2239346947695,-0.0762980201102203
"468","DEN",2021,-2.39865269728854,-139.121856442735,0.7,9,10,39,58,0.672413793103448,-2.52588961298046,-128.820370262004,0.666666666666667,13,6,32,51,0.627450980392157,7,-10.3014861807317,-0.0945090475296489
"469","CIN",2022,-2.31760574211096,-162.232401947767,0.625,14,8,48,70,0.685714285714286,-2.57452673940948,-151.897077625159,0.733333333333333,15,15,30,59,0.508474576271186,11,-10.3353243226077,-0.0801187931985093
"470","ATL",2003,-2.69333210190905,-166.986590318361,0.416666666666667,21,12,29,62,0.467741935483871,-2.30184095685053,-156.525185065836,0.652173913043478,15,23,32,68,0.470588235294118,-6,-10.4614052525254,-0.0804723480963494
"471","NO",2012,-2.80845479585229,-148.848104180171,0.333333333333333,19,12,22,53,0.415094339622642,-2.75922262392067,-137.961131196033,0.7,15,10,25,50,0.5,3,-10.886972984138,-0.105698766836292
"472","CIN",2017,-2.47760879204701,-151.134136314868,0.666666666666667,12,12,37,61,0.60655737704918,-2.50029610974369,-140.016582145647,0.75,11,4,41,56,0.732142857142857,5,-11.1175541692211,-0.0950218305061633
"473","MIA",2011,-2.06387696955301,-152.726895746923,0.588235294117647,13,17,44,74,0.594594594594595,-2.27806404194663,-141.239970600691,0.166666666666667,16,6,40,62,0.645161290322581,12,-11.486925146232,-0.0844626848987644
"474","TEN",2022,-2.09871935634352,-138.515477518672,0.454545454545455,11,11,44,66,0.666666666666667,-2.15282314913609,-127.01656579903,0.363636363636364,14,11,34,59,0.576271186440678,7,-11.4989117196426,-0.0919912937571407
"475","NYG",2020,-2.26036819155684,-149.184300642752,0.615384615384615,11,13,42,66,0.636363636363636,-2.22035396357593,-137.661945741707,0.461538461538462,11,13,38,62,0.612903225806452,4,-11.5223549010443,-0.0900183976644084
"476","SEA",2020,-2.37684917241075,-168.756291241163,0.5,14,6,51,71,0.71830985915493,-2.27764316614839,-157.157378464239,0.583333333333333,14,12,43,69,0.623188405797101,2,-11.5989127769241,-0.082849376978029
"477","MIN",2005,-2.23744751142163,-174.520905890887,0.714285714285714,16,14,48,78,0.615384615384615,-2.6270234833543,-162.875455967967,0.555555555555556,24,9,30,62,0.483870967741935,16,-11.6454499229209,-0.0831817851637205
"478","CHI",2004,-2.21351622989454,-197.002944460615,0.736842105263158,16,19,54,89,0.606741573033708,-3.13986736423843,-185.252174490067,0.785714285714286,17,14,28,59,0.474576271186441,30,-11.7507699705474,-0.0793970943955903
"479","TB",1999,-2.61324501850744,-203.83311144358,0.695652173913043,19,23,37,78,0.474358974358974,-2.46113995862369,-191.968916772648,0.470588235294118,25,17,36,78,0.461538461538462,0,-11.8641946709322,-0.0760525299418734
"480","CAR",2018,-2.29115854103522,-135.178353921078,0.285714285714286,16,14,29,59,0.491525423728814,-2.19394085452066,-122.860687853157,0.538461538461538,13,13,30,56,0.535714285714286,3,-12.3176660679208,-0.10711013972105
"481","KC",2009,-2.16276010323023,-149.230447122886,0.5,17,12,40,69,0.579710144927536,-3.10870641675824,-136.783082337363,0.75,15,12,17,44,0.386363636363636,25,-12.4473647855234,-0.110153670668348
"482","NO",1999,-2.52597782302133,-207.130181487749,0.384615384615385,30,13,39,82,0.475609756097561,-2.66586166347743,-194.607901433852,0.764705882352941,19,17,37,73,0.506849315068493,9,-12.5222800538972,-0.0807889035735301
"483","DAL",2010,-2.83849504553983,-164.63271264131,0.461538461538462,19,13,27,58,0.46551724137931,-2.41394335125207,-152.078431128881,0.5,20,12,31,63,0.492063492063492,-5,-12.5542815124297,-0.103754392664708
"484","SEA",2000,-2.03116715398447,-156.399870856804,0.5,21,18,38,77,0.493506493506494,-2.76512491286905,-143.78649546919,0.6,17,15,20,52,0.384615384615385,25,-12.613375387614,-0.0977781037799531
"485","TEN",2011,-2.79313067847769,-131.277141888451,0.583333333333333,14,12,21,47,0.446808510638298,-2.42113214396584,-118.635475054326,0.785714285714286,11,14,24,49,0.489795918367347,-2,-12.6416668341249,-0.131684029522134
"486","WAS",2017,-2.76913623971222,-168.917310622446,0.692307692307692,13,13,35,61,0.573770491803279,-2.40079680668323,-156.05179243441,0.461538461538462,16,13,37,65,0.569230769230769,-4,-12.8655181880356,-0.102107287206632
"487","MIA",2018,-2.55706184211018,-178.994328947713,0.666666666666667,13,9,48,70,0.685714285714286,-2.80782920370558,-165.661923018629,0.5,21,10,28,59,0.474576271186441,11,-13.3324059290838,-0.103351983946386
"488","CHI",2000,-2.45723285887867,-140.062272956084,0.8,16,10,31,57,0.543859649122807,-2.34338918714368,-126.543016105759,0.5,11,12,31,54,0.574074074074074,3,-13.5192568503257,-0.121795106759691
"489","CHI",2023,-2.42612412615927,-174.680937083467,0.5,15,18,40,72,0.555555555555556,-2.77774772821386,-161.109368236404,0.4,22,10,27,58,0.46551724137931,14,-13.5715688470636,-0.10439668343895
"490","CIN",2024,-2.37517009426761,-156.761226221662,0.555555555555556,9,18,39,66,0.590909090909091,-2.38224254237038,-142.934552542223,0.5,15,12,33,60,0.55,6,-13.8266736794396,-0.109735505392378
"491","PIT",2013,-2.42679401481514,-152.888022933354,0.75,14,12,37,63,0.587301587301587,-2.62371793260165,-139.057050427887,0.714285714285714,10,14,29,53,0.547169811320755,10,-13.8309725054662,-0.119232521598847
"492","CAR",2020,-2.38127037651156,-140.494952214182,0.5,16,10,34,59,0.576271186440678,-3.08881196202062,-126.641290442845,0.769230769230769,7,13,21,41,0.51219512195122,18,-13.8536617713367,-0.138536617713367
"493","GB",2018,-2.04412252553379,-126.735596583095,0.6,4,10,48,62,0.774193548387097,-1.94530976180732,-112.827966184825,0.444444444444444,7,9,42,58,0.724137931034483,4,-13.9076303982704,-0.115896919985587
"494","MIA",2013,-2.0200129838276,-159.58102572238,0.75,19,8,52,79,0.658227848101266,-2.30968994576628,-145.510466583275,0.5,18,8,37,63,0.587301587301587,16,-14.0705591391048,-0.0990884446415831
"495","DAL",2024,-2.79184762469577,-178.678247980529,0.647058823529412,14,17,33,64,0.515625,-2.25457623847308,-164.584065408535,0.5,13,16,44,73,0.602739726027397,-9,-14.0941825719947,-0.102877245051056
"496","IND",2015,-2.75730209983028,-173.710032289308,0.583333333333333,19,12,32,63,0.507936507936508,-2.61456376990613,-159.488389964274,0.416666666666667,17,12,32,61,0.524590163934426,2,-14.2216423250339,-0.114690663911564
"497","CIN",2004,-3.16522869809386,-196.244179281819,0.692307692307692,22,13,28,62,0.451612903225806,-2.63665389852724,-181.92911899838,0.647058823529412,20,17,32,69,0.463768115942029,-7,-14.3150602834396,-0.109275269339234
"498","KC",2008,-2.40392439528888,-141.831539322044,0.363636363636364,16,11,32,59,0.542372881355932,-3.26936520811302,-127.505243116408,0.666666666666667,13,18,8,39,0.205128205128205,20,-14.3262962056365,-0.146186695975883
"499","LV",2015,-2.74282504188275,-156.341027387317,0.266666666666667,14,15,28,57,0.491228070175439,-2.28561227899326,-141.707961297582,0.538461538461538,14,13,35,62,0.564516129032258,-5,-14.6330660897345,-0.122966941930542
"500","WAS",2013,-2.54335174424751,-180.577973841573,0.611111111111111,19,18,34,71,0.47887323943662,-2.71903606680256,-165.861200074956,0.75,16,12,33,61,0.540983606557377,10,-14.7167737666168,-0.111490710353158
"501","CLE",2010,-2.43649074247922,-168.117861231067,0.526315789473684,18,19,32,69,0.463768115942029,-2.94879837109593,-153.337515296988,0.777777777777778,19,9,25,52,0.480769230769231,17,-14.780345934078,-0.122151619289901
"502","TB",2015,-2.9763229033386,-148.81614516693,0.636363636363636,15,11,24,50,0.48,-2.15403964083698,-133.550457731893,0.5,11,18,33,62,0.532258064516129,-12,-15.2656874350372,-0.136300780669975
"503","LA",2023,-2.49240779087437,-139.574836288965,0.5,13,8,35,56,0.625,-2.13616906402038,-123.897805713182,0.5,10,8,40,58,0.689655172413793,-2,-15.677030575783,-0.137517812068272
"504","IND",2002,-2.71384067116448,-154.688918256375,0.642857142857143,21,14,22,57,0.385964912280702,-2.35549470243562,-138.974187443702,0.458333333333333,10,24,25,59,0.423728813559322,-2,-15.7147308126737,-0.135471817350635
"505","DEN",2023,-2.32863249084297,-163.004274359008,0.625,9,16,45,70,0.642857142857143,-2.49526029168163,-147.220357209216,0.588235294117647,11,17,31,59,0.525423728813559,11,-15.783917149792,-0.122355946897613
"506","CLE",2011,-2.19754266386933,-129.655017168291,0.333333333333333,13,12,34,59,0.576271186440678,-2.36929311926395,-113.72606972467,0.666666666666667,9,15,24,48,0.5,11,-15.9289474436209,-0.148868667697392
"507","GB",2004,-2.74955635434773,-137.477817717387,0.466666666666667,23,15,12,50,0.24,-2.09496054426371,-121.507711567295,0.5,8,10,40,58,0.689655172413793,-8,-15.9701061500917,-0.14787135324159
"508","CAR",2002,-2.49510249917081,-184.63758493864,0.722222222222222,22,18,34,74,0.459459459459459,-2.19035213457485,-168.657114362264,0.55,17,20,40,77,0.519480519480519,-3,-15.9804705763762,-0.105830930969379
"509","NYG",2009,-2.50614812932348,-145.356591500762,0.590909090909091,14,22,23,58,0.396551724137931,-2.44029061907852,-129.335402811161,0.444444444444444,13,18,22,53,0.415094339622642,5,-16.0211886896006,-0.144335033239645
"510","LV",2003,-2.07242955631112,-136.780350716534,0.5625,14,16,37,66,0.560606060606061,-2.6242881861705,-120.717256563843,0.666666666666667,14,12,21,46,0.456521739130435,20,-16.063094152691,-0.14342048350617
"511","WAS",2008,-2.29490696350997,-123.924976029538,0.588235294117647,6,17,32,54,0.592592592592593,-2.3950394189298,-107.776773851841,0.555555555555556,13,9,23,45,0.511111111111111,9,-16.1482021776974,-0.163113153310075
"512","HOU",2010,-2.37033314181538,-116.146323948954,0.461538461538462,12,13,25,49,0.510204081632653,-2.08282578353417,-99.9756376096401,0.625,13,8,27,48,0.5625,1,-16.1706863393134,-0.166708106590859
"513","CLE",2002,-2.35091649897478,-155.160488932335,0.545454545454545,23,11,32,66,0.484848484848485,-2.34769854755269,-138.514214305609,0.470588235294118,19,17,24,59,0.406779661016949,7,-16.6462746267266,-0.133170197013813
